cop_name,block,box,exposed,cop_fam,tank,parasite_fam,infected,trt,cerc_d9,cerc_multinom,failed_devo,dead,days_surv,cop_length,proc_size1,proc_size2,remarks
16_4C,1,1,1,IV,1,Q,0,uninfected,,,,0,21,,,,
16_4D,1,1,1,IV,1,Q,0,uninfected,,,,0,21,,,,
16_5A,1,1,0,IV,1,Q,0,unexposed,,,,0,21,,,,
16_5B,1,1,1,IV,1,Q,0,uninfected,,,,1,18,,,,
16_5C,1,1,1,IV,1,Q,,,,,,1,4,,,,
16_5D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
16_6A,1,1,1,IV,1,Q,0,uninfected,,,,1,18,,,,
16_6B,1,1,1,IV,1,Q,0,uninfected,,,,0,21,,,,
16_6C,1,1,1,IV,1,Q,0,uninfected,,,,0,21,,,,
16_6D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_1A,1,1,1,IV,1,U,0,uninfected,,,,1,16,,,,
17_1B,1,1,1,IV,1,U,0,uninfected,,,,1,20,,,,
17_1C,1,1,1,IV,1,U,0,uninfected,,,,0,21,,,,
17_1D,1,1,1,IV,1,U,1,infected,1,2,0,1,14,,,,
17_2A,1,1,1,IV,1,U,0,uninfected,,,,0,21,,,,
17_2B,1,1,0,IV,1,U,0,unexposed,,,,0,21,,,,
17_2C,1,1,1,IV,1,U,0,uninfected,,,,0,21,,,,
17_2D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_3A,1,1,1,IV,1,U,0,uninfected,,,,0,21,,,,
17_3B,1,1,1,IV,1,U,0,uninfected,,,,0,21,,,,
17_3C,1,1,1,IV,1,U,0,uninfected,,,,1,12,,,,
17_3D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_4A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_4B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_4C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_4D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_5A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_5B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_5C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_5D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_6A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_6B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_6C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
17_6D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_1A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_1B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_1C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_1D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_2A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_2B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_2C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_2D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_3A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_3B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_3C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_3D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
18_4A,1,1,1,IV,1,V,0,uninfected,,,,0,21,,,,
18_4B,1,1,1,IV,1,V,0,uninfected,,,,1,10,,,,
18_4C,1,1,1,IV,1,V,0,uninfected,,,,1,12,,,,
18_4D,1,1,1,IV,1,V,0,uninfected,,,,0,21,,,,
18_5A,1,1,1,IV,1,V,0,uninfected,,,,1,16,,,,
18_5B,1,1,0,IV,1,V,0,unexposed,,,,1,16,,,,
18_5C,1,1,1,IV,1,V,0,uninfected,,,,0,21,,,,
18_5D,1,1,1,IV,1,V,0,uninfected,,,,1,20,,,,
18_6A,1,1,1,IV,1,V,0,uninfected,,,,1,14,,,,
18_6B,1,1,1,IV,1,V,0,uninfected,,,,1,10,,,,
18_6C,1,1,1,IV,1,V,1,infected,0,0,0,0,21,414.609,28039,26409,
18_6D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_1A,1,1,1,IV,1,W,1,infected,0,0,0,0,21,374.242,26092,26023,
19_1B,1,1,1,IV,1,W,0,uninfected,,,,1,10,,,,
19_1C,1,1,1,IV,1,W,0,uninfected,,,,1,16,,,,
19_1D,1,1,1,IV,1,W,1,infected,0,0,0,0,21,383.301,30904,30274,
19_2A,1,1,0,IV,1,W,0,unexposed,,,,1,14,,,,
19_2B,1,1,1,IV,1,W,0,uninfected,,,,1,20,,,,
19_2C,1,1,1,IV,1,W,0,uninfected,,,,1,16,,,,
19_2D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_3A,1,1,1,IV,1,W,1,infected,0,0,0,0,21,373.88,31359,35269,
19_3B,1,1,1,IV,1,W,0,uninfected,,,,1,21,,,,
19_3C,1,1,1,IV,1,W,0,uninfected,,,,1,14,,,,
19_3D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_4A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_4B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_4C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_4D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_5A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_5B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_5C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_5D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_6A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_6B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_6C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
19_6D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_1A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_1B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_1C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_1D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_2A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_2B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_2C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_2D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_3A,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_3B,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_3C,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_3D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
20_4A,1,1,1,IV,1,Z,0,uninfected,,,,0,21,,,,
20_4B,1,1,0,IV,1,Z,0,unexposed,,,,1,10,,,,
20_4C,1,1,1,IV,1,Z,0,uninfected,,,,0,21,,,,
20_4D,1,1,1,IV,1,Z,,,,,,1,4,,,,
20_5A,1,1,1,IV,1,Z,0,uninfected,,,,0,21,,,,
20_5B,1,1,1,IV,1,Z,1,infected,0,0,0,0,21,,,,"unsure why it wasn't dissected, dead?…"
20_5C,1,1,1,IV,1,Z,0,uninfected,,,,1,10,,,,
20_5D,1,1,1,IV,1,Z,1,infected,0,0,0,1,10,,,,
20_6A,1,1,1,IV,1,Z,1,infected,1,2,0,1,12,,,,
20_6B,1,1,1,IV,1,Z,1,infected,1,2,0,1,16,,,,
20_6C,1,1,1,IV,1,Z,,,,,,1,4,,,,
20_6D,,,,,,,,,,,,,,,,,"for family IV, there were only male cops in one tank, not enough to fill 5 plates"
21_1A,1,1,1,V,1,Q,0,uninfected,,,,1,18,,,,
21_1B,1,1,1,V,1,Q,0,uninfected,,,,1,20,,,,
21_1C,1,1,1,V,1,Q,0,uninfected,,,,0,21,,,,
21_1D,1,1,1,V,1,Q,1,infected,0,0,0,0,21,370.363,23301,23078,
21_2A,1,1,1,V,1,Q,0,uninfected,,,,0,21,,,,
21_2B,1,1,1,V,1,Q,0,uninfected,,,,0,21,,,,
21_2C,1,1,1,V,1,Q,0,uninfected,,,,0,21,,,,
21_2D,1,1,1,V,1,Q,0,uninfected,,,,0,21,,,,
21_3A,1,1,0,V,1,Q,0,unexposed,,,,0,21,,,,
21_3B,1,1,1,V,1,Q,0,uninfected,,,,1,18,,,,
21_3C,1,1,1,V,1,Q,0,uninfected,,,,0,21,,,,
21_3D,1,1,1,V,1,Q,0,uninfected,,,,1,18,,,,
21_4A,1,1,1,V,2,Q,0,uninfected,,,,0,21,,,,
21_4B,1,1,1,V,2,Q,1,infected,0,0,0,0,21,352.687,24523,24924,
21_4C,1,1,1,V,2,Q,0,uninfected,,,,0,21,,,,
21_4D,1,1,0,V,2,Q,0,unexposed,,,,0,21,,,,
21_5A,1,1,1,V,2,Q,0,uninfected,,,,1,16,,,,
21_5B,1,1,1,V,2,Q,0,uninfected,,,,1,10,,,,
21_5C,1,1,1,V,2,Q,0,uninfected,,,,0,21,,,,
21_5D,1,1,1,V,2,Q,0,uninfected,,,,0,21,,,,
21_6A,1,1,1,V,2,Q,1,infected,0,0,0,0,21,360.672,28137,28955,
21_6B,1,1,1,V,2,Q,0,uninfected,,,,0,21,,,,
21_6C,1,1,1,V,2,Q,1,infected,0,0,0,1,14,,,,
21_6D,1,1,1,V,2,Q,0,uninfected,,,,1,18,,,,
22_1A,1,1,1,V,2,U,1,infected,0,0,0,1,21,,,,
22_1B,1,1,1,V,2,U,0,uninfected,,,,0,21,,,,
22_1C,1,1,1,V,2,U,0,uninfected,,,,0,21,,,,
22_1D,1,1,0,V,2,U,0,unexposed,,,,1,20,,,,
22_2A,1,1,1,V,2,U,0,uninfected,,,,0,21,,,,
22_2B,1,1,1,V,2,U,1,infected,0,0,0,0,21,357.33,21733,23445,
22_2C,1,1,1,V,2,U,0,uninfected,,,,0,21,,,,
22_2D,1,1,1,V,2,U,1,infected,0,0,0,0,21,365.301,25219,25310,
22_3A,1,1,1,V,2,U,1,infected,0,1,0,1,16,,,,
22_3B,1,1,1,V,2,U,0,uninfected,,,,0,21,,,,
22_3C,1,1,1,V,2,U,,,,,,1,4,,,,
22_3D,1,1,1,V,2,U,0,uninfected,,,,0,21,,,,
22_4A,1,1,1,V,1,U,0,uninfected,,,,0,21,,,,
22_4B,1,1,1,V,1,U,1,infected,0,0,0,0,21,342.46,26229,25089,
22_4C,1,1,1,V,1,U,0,uninfected,,,,1,18,,,,
22_4D,1,1,1,V,1,U,0,uninfected,,,,0,21,,,,
22_5A,1,1,1,V,1,U,0,uninfected,,,,0,21,,,,
22_5B,1,1,1,V,1,U,0,uninfected,,,,0,21,,,,
22_5C,1,1,1,V,1,U,0,uninfected,,,,0,21,,,,
22_5D,1,1,1,V,1,U,0,uninfected,,,,0,21,,,,
22_6A,1,1,1,V,1,U,0,uninfected,,,,1,16,,,,
22_6B,1,1,1,V,1,U,1,infected,0,0,0,0,21,,,,worm lost? Looks small in cop pic
22_6C,1,1,1,V,1,U,1,infected,0,0,0,0,21,365.891,23732,26429,
22_6D,1,1,0,V,1,U,0,unexposed,,,,0,21,,,,
23_1A,1,1,1,V,1,V,0,uninfected,,,,0,21,,,,
23_1B,1,1,1,V,1,V,1,infected,0,0,0,0,21,371.361,28575,27949,
23_1C,1,1,1,V,1,V,0,uninfected,,,,0,21,,,,
23_1D,1,1,1,V,1,V,0,uninfected,,,,0,21,,,,
23_2A,1,1,1,V,1,V,0,uninfected,,,,0,21,,,,
23_2B,1,1,1,V,1,V,0,uninfected,,,,1,18,,,,
23_2C,1,1,1,V,1,V,0,uninfected,,,,1,21,,,,
23_2D,1,1,0,V,1,V,0,unexposed,,,,0,21,,,,
23_3A,1,1,1,V,1,V,1,infected,1,2,0,0,21,364.117,24115,24565,
23_3B,1,1,1,V,1,V,1,infected,0,0,0,0,21,367.151,25083,26383,
23_3C,1,1,1,V,1,V,0,uninfected,,,,0,21,,,,
23_3D,1,1,1,V,1,V,0,uninfected,,,,0,21,,,,
23_4A,1,1,0,V,2,V,0,unexposed,,,,1,18,,,,
23_4B,1,1,1,V,2,V,0,uninfected,,,,0,21,,,,
23_4C,1,1,1,V,2,V,1,infected,0,0,0,0,21,,24008,23693,
23_4D,1,1,1,V,2,V,1,infected,0,0,0,0,21,360.035,23756,22745,
23_5A,1,1,1,V,2,V,0,uninfected,,,,1,20,,,,
23_5B,1,1,1,V,2,V,1,infected,0,0,0,0,21,,24990,25527,
23_5C,1,1,1,V,2,V,1,infected,0,0,0,0,21,359.124,25663,24173,
23_5D,1,1,1,V,2,V,0,uninfected,,,,0,21,,,,
23_6A,1,1,1,V,2,V,0,uninfected,,,,0,21,,,,
23_6B,1,1,1,V,2,V,1,infected,0,0,0,1,21,,,,
23_6C,1,1,1,V,2,V,0,uninfected,,,,0,21,,,,
23_6D,1,1,1,V,2,V,0,uninfected,,,,0,21,,,,
24_1A,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_1B,1,1,1,V,2,W,1,infected,0,0,0,0,21,351.71,27512,27379,
24_1C,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_1D,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_2A,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_2B,1,1,1,V,2,W,1,infected,0,0,0,0,21,356.545,28896,27787,
24_2C,1,1,1,V,2,W,1,infected,0,0,0,0,21,357.325,28247,26925,
24_2D,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_3A,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_3B,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_3C,1,1,1,V,2,W,0,uninfected,,,,0,21,,,,
24_3D,1,1,0,V,2,W,0,unexposed,,,,0,21,,,,
24_4A,1,1,1,V,1,W,0,uninfected,,,,0,21,,,,
24_4B,1,1,1,V,1,W,,,,,,1,8,,,,
24_4C,1,1,1,V,1,W,1,infected,0,0,0,0,21,369,25539,26976,
24_4D,1,1,0,V,1,W,0,unexposed,,,,0,21,,,,
24_5A,1,1,1,V,1,W,0,uninfected,,,,0,21,,,,
24_5B,1,1,1,V,1,W,1,infected,0,0,0,1,16,,,,
24_5C,1,1,1,V,1,W,0,uninfected,,,,0,21,,,,
24_5D,1,1,1,V,1,W,0,uninfected,,,,0,21,,,,
24_6A,1,1,1,V,1,W,0,uninfected,,,,0,21,,,,
24_6B,1,1,1,V,1,W,1,infected,0,0,0,0,21,356.856,27439,26600,
24_6C,1,1,1,V,1,W,1,infected,0,0,0,0,21,363.032,28962,29032,
24_6D,1,1,1,V,1,W,0,uninfected,,,,0,21,,,,
25_1A,1,1,0,V,1,Z,0,unexposed,,,,0,21,,,,
25_1B,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_1C,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_1D,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_2A,1,1,1,V,1,Z,1,infected,1,2,0,0,21,369.229,24225,24589,
25_2B,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_2C,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_2D,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_3A,1,1,1,V,1,Z,1,infected,1,2,0,0,21,356.612,32675,33871,
25_3B,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_3C,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_3D,1,1,1,V,1,Z,0,uninfected,,,,0,21,,,,
25_4A,1,1,0,V,2,Z,0,unexposed,,,,0,21,,,,
25_4B,1,1,1,V,2,Z,0,uninfected,,,,1,20,,,,
25_4C,1,1,1,V,2,Z,1,infected,1,2,0,0,21,375.181,23887,25565,
25_4D,1,1,1,V,2,Z,1,infected,0,0,0,0,21,378.001,26315,27881,
25_5A,1,1,1,V,2,Z,1,infected,0,0,0,0,21,359.611,28791,30902,
25_5B,1,1,1,V,2,Z,1,infected,0,0,0,0,21,361.248,23584,22672,
25_5C,1,1,1,V,2,Z,0,uninfected,,,,1,18,,,,
25_5D,1,1,1,V,2,Z,1,infected,1,2,0,0,21,353.556,27883,26313,
25_6A,1,1,1,V,2,Z,0,uninfected,,,,0,21,,,,
25_6B,1,1,1,V,2,Z,1,infected,1,2,0,0,21,365.153,23479,23540,
25_6C,1,1,1,V,2,Z,0,uninfected,,,,0,21,,,,
25_6D,1,1,1,V,2,Z,1,infected,1,2,0,0,21,360.902,26918,26307,
26_1A,2,2,1,I,3,Q,0,uninfected,,,,0,21,,,,
26_1B,2,2,1,I,3,Q,1,infected,0,0,0,1,12,,,,
26_1C,2,2,1,I,3,Q,0,uninfected,,,,0,21,,,,
26_1D,2,2,1,I,3,Q,0,uninfected,,,,0,21,,,,
26_2A,2,2,1,I,3,Q,0,uninfected,,,,1,18,,,,
26_2B,2,2,1,I,3,Q,0,uninfected,,,,1,6,,,,
26_2C,2,2,1,I,3,Q,1,infected,0,0,0,0,21,378.16,19486,20380,
26_2D,2,2,1,I,3,Q,0,uninfected,,,,0,21,,,,
26_3A,2,2,0,I,3,Q,0,unexposed,,,,0,21,,,,
26_3B,2,2,1,I,3,Q,1,infected,0,0,0,0,21,377.955,23398,24829,
26_3C,2,2,1,I,3,Q,1,infected,0,1,0,1,16,,,,
26_3D,2,2,1,I,3,Q,0,uninfected,,,,0,21,,,,
26_4A,2,2,1,I,4,Q,1,infected,0,1,0,0,21,386.039,30503,32079,
26_4B,2,2,0,I,4,Q,0,unexposed,,,,0,21,,,,
26_4C,2,2,1,I,4,Q,0,uninfected,,,,0,21,,,,
26_4D,2,2,1,I,4,Q,1,infected,0,0,0,0,21,382.168,30959,31141,
26_5A,2,2,1,I,4,Q,1,infected,0,0,0,0,21,382.106,28267,26153,
26_5B,2,2,1,I,4,Q,0,uninfected,,,,0,21,,,,
26_5C,2,2,1,I,4,Q,0,uninfected,,,,0,21,,,,
26_5D,2,2,1,I,4,Q,1,infected,0,0,0,0,21,397.917,34483,28928,
26_6A,2,2,1,I,4,Q,1,infected,0,0,0,0,21,418.169,24959,25059,
26_6B,2,2,1,I,4,Q,1,infected,0,0,0,0,21,390.713,25880,26913,
26_6C,2,2,1,I,4,Q,0,uninfected,,,,0,21,,,,
26_6D,2,2,1,I,4,Q,0,uninfected,,,,0,21,,,,
27_1A,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_1B,2,2,1,I,4,U,1,infected,0,0,0,0,21,373.048,20813,21149,
27_1C,2,2,1,I,4,U,1,infected,0,0,0,0,21,376.651,22575,19616,
27_1D,2,2,1,I,4,U,1,infected,0,0,0,0,21,376.279,26368,27320,
27_2A,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_2B,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_2C,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_2D,2,2,0,I,4,U,0,unexposed,,,,1,20,,,,
27_3A,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_3B,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_3C,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_3D,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
27_4A,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
27_4B,2,2,1,I,3,U,1,infected,,,,1,16,,,,cerc not checked?
27_4C,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
27_4D,2,2,1,I,3,U,1,infected,1,2,0,0,21,371.163,26296,28894,
27_5A,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
27_5B,2,2,1,I,3,U,1,infected,0,0,0,0,21,416.227,27383,27765,
27_5C,2,2,0,I,3,U,0,unexposed,,,,1,18,,,,
27_5D,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
27_6A,2,2,1,I,3,U,0,uninfected,,,,1,18,,,,
27_6B,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
27_6C,2,2,1,I,3,U,1,infected,0,1,0,1,20,,,,
27_6D,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
28_1A,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
28_1B,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
28_1C,2,2,1,I,3,U,0,uninfected,,,,1,6,,,,
28_1D,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
28_2A,2,2,1,I,3,U,0,uninfected,,,,1,21,,,,
28_2B,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
28_2C,2,2,1,I,3,U,0,uninfected,,,,1,6,,,,
28_2D,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
28_3A,2,2,1,I,3,U,0,uninfected,,,,1,6,,,,
28_3B,2,2,0,I,3,U,0,unexposed,,,,1,20,,,,
28_3C,2,2,1,I,3,U,1,infected,0,0,0,0,21,401.688,26246,23591,
28_3D,2,2,1,I,3,U,0,uninfected,,,,0,21,,,,
28_4A,2,2,0,I,4,U,0,unexposed,,,,0,21,,,,
28_4B,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
28_4C,2,2,1,I,4,U,,,,,,,,,,,lost
28_4D,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
28_5A,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
28_5B,2,2,1,I,4,U,1,infected,1,2,0,0,21,376.396,26566,26401,
28_5C,2,2,1,I,4,U,0,uninfected,,,,1,16,,,,
28_5D,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
28_6A,2,2,1,I,4,U,1,infected,1,2,0,0,21,380.841,23333,25556,
28_6B,2,2,1,I,4,U,0,uninfected,,,,1,20,,,,
28_6C,2,2,1,I,4,U,1,infected,0,0,0,0,21,374.546,22797,24746,
28_6D,2,2,1,I,4,U,0,uninfected,,,,0,21,,,,
29_1A,2,2,1,I,4,W,1,infected,0,0,0,0,21,373.905,27895,29916,
29_1B,2,2,1,I,4,W,0,uninfected,,,,1,6,,,,
29_1C,2,2,1,I,4,W,1,infected,1,2,0,0,21,371.4,27892,30133,
29_1D,2,2,1,I,4,W,0,uninfected,,,,0,21,,,,
29_2A,2,2,1,I,4,W,1,infected,1,2,0,0,21,383.012,34007,29496,
29_2B,2,2,1,I,4,W,0,uninfected,,,,0,21,,,,
29_2C,2,2,1,I,4,W,1,infected,0,0,0,0,21,376.108,27307,28124,
29_2D,2,2,1,I,4,W,1,infected,0,0,0,0,21,376.91,30772,33607,
29_3A,2,2,1,I,4,W,0,uninfected,,,,0,21,,,,
29_3B,2,2,0,I,4,W,0,unexposed,,,,0,21,,,,
29_3C,2,2,1,I,4,W,0,uninfected,,,,1,6,,,,
29_3D,2,2,1,I,4,W,0,uninfected,,,,0,21,,,,
29_4A,2,2,1,I,3,W,0,uninfected,,,,1,20,,,,
29_4B,2,2,1,I,3,W,0,uninfected,,,,0,21,,,,
29_4C,2,2,1,I,3,W,0,uninfected,,,,1,6,,,,
29_4D,2,2,1,I,3,W,0,uninfected,,,,1,6,,,,
29_5A,2,2,1,I,3,W,0,uninfected,,,,0,21,,,,
29_5B,2,2,0,I,3,W,0,unexposed,,,,0,21,,,,
29_5C,2,2,1,I,3,W,0,uninfected,,,,1,12,,,,
29_5D,2,2,1,I,3,W,0,uninfected,,,,1,6,,,,
29_6A,2,2,1,I,3,W,1,infected,0,0,1,0,21,422.651,29858,29399,mini on day 9
29_6B,2,2,1,I,3,W,1,infected,0,0,0,0,21,371.194,26668,23813,
29_6C,2,2,1,I,3,W,0,uninfected,,,,0,21,,,,
29_6D,2,2,1,I,3,W,1,infected,0,0,0,0,21,422.096,26434,25129,
30_1A,2,2,1,I,3,Z,1,infected,0,0,0,0,21,412.826,30124,30713,
30_1B,2,2,1,I,3,Z,0,uninfected,,,,0,21,,,,
30_1C,2,2,1,I,3,Z,0,uninfected,,,,1,6,,,,
30_1D,2,2,1,I,3,Z,0,uninfected,,,,0,21,,,,
30_2A,2,2,1,I,3,Z,0,uninfected,,,,1,7,,,,
30_2B,2,2,1,I,3,Z,1,infected,1,2,0,0,21,360.2,27872,30161,
30_2C,2,2,0,I,3,Z,0,unexposed,,,,1,6,,,,
30_2D,2,2,1,I,3,Z,0,uninfected,,,,0,21,,,,
30_3A,2,2,1,I,3,Z,0,uninfected,,,,0,21,,,,
30_3B,2,2,1,I,3,Z,1,infected,1,2,0,0,21,365.645,27903,30118,
30_3C,2,2,1,I,3,Z,0,uninfected,,,,0,21,,,,
30_3D,2,2,1,I,3,Z,1,infected,0,1,0,0,21,383.7,26325,27476,
30_4A,2,2,1,I,5,Z,0,uninfected,,,,0,21,,,,
30_4B,2,2,1,I,5,Z,0,uninfected,,,,1,10,,,,
30_4C,2,2,1,I,5,Z,0,uninfected,,,,0,21,,,,
30_4D,2,2,1,I,5,Z,0,uninfected,,,,1,21,,,,
30_5A,2,2,1,I,5,Z,0,uninfected,,,,0,21,,,,
30_5B,2,2,1,I,5,Z,1,infected,1,2,0,0,21,381.933,26153,32154,
30_5C,2,2,0,I,5,Z,0,unexposed,,,,0,21,,,,
30_5D,2,2,1,I,5,Z,1,infected,1,2,0,0,21,380.821,29029,28133,
30_6A,2,2,1,I,5,Z,1,infected,1,2,0,0,21,364.936,28911,29524,
30_6B,2,2,1,I,5,Z,1,infected,0,0,0,0,21,365.059,25336,22928,
30_6C,2,2,1,I,5,Z,1,infected,0,0,0,0,21,363.198,24073,25973,
30_6D,2,2,1,I,5,Z,0,uninfected,,,,0,21,,,,
31_1A,2,2,1,II,5,Q,0,uninfected,,,,1,6,,,,
31_1B,2,2,1,II,5,Q,0,uninfected,,,,0,21,,,,
31_1C,2,2,1,II,5,Q,1,infected,0,0,0,0,21,372.539,25639,28120,
31_1D,2,2,1,II,5,Q,0,uninfected,,,,0,21,,,,
31_2A,2,2,1,II,5,Q,0,uninfected,,,,1,6,,,,
